Activity Date,Process Date,Settle Date,Instrument,Description,Trans Code,Quantity,Price,Amount
2023-06-07,2023-06-07,2023-06-08,RIVN,RIVN 2023-06-09 call 12.5000,BTO,1.00000,1.63000000,163
2023-06-07,2023-06-07,2023-06-08,MSFT,MSFT 2023-06-09 put 317.5000,BTO,1.00000,0.76000000,76
2023-06-07,2023-06-07,2023-06-08,NVDA,NVDA 2023-06-09 call 380.0000,BTO,1.00000,5.70000000,570
2023-06-07,2023-06-07,,TSLA,TSLA 2023-06-09 call 230.0000,BTO,,,0
2023-06-07,2023-06-07,2023-06-08,TSLA,TSLA 2023-06-09 call 217.5000,BTO,1.00000,8.20000000,820
2023-06-07,2023-06-07,2023-06-08,AAPL,AAPL 2023-06-09 put 177.5000,BTO,1.00000,0.69000000,69
2023-06-07,2023-06-07,,VTI,VTI 2023-06-16 call 220.0000,BTO,,,0
2023-06-07,2023-06-07,,TSLA,TSLA 2023-06-09 call 220.0000,BTO,,,0
2023-06-07,2023-06-07,,TSLA,TSLA 2023-06-09 call 222.5000,BTO,,,0
2023-06-07,2023-06-07,,TSLA,TSLA 2023-06-09 call 230.0000,BTO,,,0
2023-06-07,2023-06-07,2023-06-08,TSLA,TSLA 2023-06-09 call 210.0000,BTO,1.00000,14.85000000,1485
2023-06-08,2023-06-08,2023-06-09,TSLA,TSLA 2023-06-09 call 235.0000,BTO,5.00000,2.80000000,1400
2023-06-08,2023-06-08,2023-06-09,TSLA,TSLA 2023-06-09 call 235.0000,STC,5.00000,2.66000000,1330
2023-06-08,2023-06-08,2023-06-09,TSLA,TSLA 2023-06-09 call 235.0000,BTO,5.00000,2.47000000,1235
2023-06-08,2023-06-08,2023-06-09,AAPL,AAPL 2023-06-09 put 182.5000,BTO,1.00000,2.44000000,244
2023-06-08,2023-06-08,2023-06-09,MRNA,MRNA 2023-06-09 put 122.0000,BTO,1.00000,0.63000000,63
2023-06-08,2023-06-08,2023-06-09,NVDA,NVDA 2023-06-09 call 380.0000,STC,1.00000,8.20000000,820
2023-06-08,2023-06-08,2023-06-09,TSLA,TSLA 2023-06-09 call 210.0000,STC,1.00000,22.00000000,2200
2023-06-08,2023-06-08,2023-06-09,TSLA,TSLA 2023-06-09 call 217.5000,STC,1.00000,14.40000000,1440
2023-06-09,2023-06-09,,GOOG,GOOG 2023-06-09 call 126.0000,STC,,,0
2023-06-09,2023-06-09,,GOOG,GOOG 2023-06-16 call 130.0000,BTO,,,0
2023-06-09,2023-06-09,,PFE,PFE 2023-06-16 call 37.0000,BTO,,,0
2023-06-09,2023-06-09,,PFE,PFE 2023-06-09 call 37.0000,STC,,,0
2023-06-09,2023-06-09,2023-06-12,MSFT,MSFT 2023-06-09 put 317.5000,STC,1.00000,0.01000000,17
2023-06-09,2023-06-09,2023-06-12,MSFT,MSFT 2023-06-16 put 302.5000,BTO,1.00000,0.18000000,17
2023-06-09,2023-06-09,,MSFT,MSFT 2023-06-16 put 300.0000,BTO,,,0
2023-06-09,2023-06-09,,AMZN,AMZN 2023-06-09 call 126.0000,STC,,,0
2023-06-09,2023-06-09,,MRNA,MRNA 2023-06-09 put 122.0000,STC,,,0
2023-06-09,2023-06-09,,GOOG,GOOG 2023-06-09 call 126.0000,STC,,,0
2023-06-09,2023-06-09,,GOOG,GOOG 2023-06-16 call 129.0000,BTO,,,0
2023-06-09,2023-06-09,,PFE,PFE 2023-06-09 call 37.0000,STC,,,0
2023-06-09,2023-06-09,,GOOG,GOOG 2023-06-09 call 126.0000,STC,,,0
2023-06-09,2023-06-09,,AMZN,AMZN 2023-06-09 call 126.0000,STC,,,0
2023-06-09,2023-06-09,,AMZN,AMZN 2023-06-09 call 126.0000,STC,,,0
2023-06-09,2023-06-09,,MSFT,MSFT 2023-06-16 put 302.5000,STC,,,0
2023-06-09,2023-06-09,,AMZN,AMZN 2023-06-16 call 135.0000,BTO,,,0
2023-06-09,2023-06-09,2023-06-12,PFE,PFE 2023-06-09 call 37.0000,STC,1.00000,2.00000000,200
2023-06-09,2023-06-09,2023-06-12,RIVN,RIVN 2023-06-16 call 12.5000,BTO,1.00000,1.56000000,18
2023-06-09,2023-06-09,2023-06-12,TSLA,TSLA 2023-06-09 call 235.0000,STC,4.00000,15.10000000,6040
2023-06-09,2023-06-09,2023-06-12,TSLA,TSLA 2023-06-09 call 235.0000,STC,1.00000,15.00000000,1500
2023-06-09,2023-06-09,2023-06-12,TSLA,TSLA 2023-06-09 put 245.0000,BTO,1.00000,1.13000000,113
2023-06-09,2023-06-09,2023-06-12,TSLA,TSLA 2023-06-09 put 242.5000,BTO,3.00000,0.51000000,153
2023-06-09,2023-06-09,2023-06-12,MSFT,MSFT 2023-06-09 put 325.0000,BTO,1.00000,0.40000000,40
2023-06-09,2023-06-09,2023-06-12,AAPL,AAPL 2023-06-09 put 180.0000,BTO,1.00000,0.14000000,14
2023-06-09,2023-06-09,2023-06-12,UBER,UBER 2023-06-16 put 39.5000,BTO,1.00000,0.39000000,39
2023-06-09,2023-06-09,2023-06-12,TMUS,TMUS 2023-06-09 call 131.0000,BTO,1.00000,0.40000000,40
2023-06-09,2023-06-09,2023-06-12,TMUS,TMUS 2023-06-09 call 131.0000,STC,1.00000,0.80000000,80
2023-06-09,2023-06-09,2023-06-12,TSLA,TSLA 2023-06-09 put 242.5000,STC,3.00000,0.15000000,45
2023-06-09,2023-06-09,2023-06-12,GOOG,GOOG 2023-06-09 put 124.0000,STC,1.00000,0.75000000,75
2023-06-09,2023-06-09,2023-06-12,AAPL,AAPL 2023-06-09 put 182.5000,STC,1.00000,1.04000000,104
2023-06-09,2023-06-09,,AAPL,AAPL 2023-06-09 put 180.0000,STC,,,0
2023-06-09,2023-06-09,2023-06-12,MSFT,MSFT 2023-06-09 put 325.0000,STC,1.00000,0.01000000,1
2023-06-09,2023-06-09,,UBER,UBER 2023-06-16 put 39.5000,STC,,,0
2023-06-09,2023-06-09,,UBER,UBER 2023-06-16 put 39.0000,BTO,,,0
2023-06-09,2023-06-09,2023-06-12,RIVN,RIVN 2023-06-09 call 12.5000,STC,1.00000,1.38000000,18
2023-06-09,2023-06-09,2023-06-12,TSLA,TSLA 2023-06-09 put 245.0000,STC,1.00000,1.27000000,127
2023-06-12,2023-06-12,2023-06-13,AMZN,AMZN 2023-06-16 call 125.0000,BTO,2.00000,2.78000000,556
2023-06-12,2023-06-12,2023-06-13,TSLA,TSLA 2023-06-16 call 246.6700,BTO,1.00000,8.30000000,830
2023-06-12,2023-06-12,2023-06-13,TSLA,TSLA 2023-06-16 call 250.0000,BTO,1.00000,6.60000000,660
2023-06-12,2023-06-12,2023-06-13,META,META 2023-06-16 call 270.0000,BTO,1.00000,3.55000000,355
2023-06-12,2023-06-12,2023-06-13,UBER,UBER 2023-06-16 call 41.0000,BTO,1.00000,0.89000000,89
2023-06-12,2023-06-12,2023-06-13,AAPL,AAPL 2023-06-16 put 180.0000,BTO,4.00000,0.69000000,276
2023-06-13,2023-06-13,,TSLA,TSLA 2023-06-16 call 246.6700,STC,,,0
2023-06-13,2023-06-13,2023-06-14,TSLA,TSLA 2023-06-16 call 246.6700,STC,1.00000,13.80000000,1380
2023-06-13,2023-06-13,2023-06-14,TSLA,TSLA 2023-06-16 call 267.5000,BTO,1.00000,2.63000000,263
2023-06-13,2023-06-13,2023-06-14,TSLA,TSLA 2023-06-16 call 250.0000,STC,1.00000,11.20000000,1120
2023-06-13,2023-06-13,2023-06-14,CCL,CCL 2023-06-16 call 14.5000,BTO,5.00000,0.87000000,435
2023-06-13,2023-06-13,2023-06-14,META,META 2023-06-16 call 270.0000,STC,1.00000,5.00000000,500
2023-06-13,2023-06-13,,UBER,UBER 2023-06-16 call 41.0000,STC,,,0
2023-06-13,2023-06-13,2023-06-14,TSLA,TSLA 2023-06-16 call 260.0000,BTO,3.00000,5.70000000,1710
2023-06-13,2023-06-13,,RIVN,RIVN 2023-06-16 call 12.5000,STC,,,0
2023-06-14,2023-06-14,2023-06-15,NVDA,NVDA 2023-06-16 put 405.0000,BTO,1.00000,2.25000000,225
2023-06-14,2023-06-15,2023-06-16,TSLA,TSLA 2023-06-16 call 257.5000,BTO,1.00000,1.68000000,168
2023-06-14,2023-06-15,2023-06-16,NKE,NKE 2023-06-16 call 113.0000,BTO,1.00000,0.62000000,62
2023-06-15,2023-06-15,,META,META 2023-06-16 call 285.0000,BTO,,,0
2023-06-15,2023-06-15,2023-06-16,NVDA,NVDA 2023-06-16 call 440.0000,BTO,1.00000,2.27000000,227
2023-06-15,2023-06-15,2023-06-16,META,META 2023-06-16 call 285.0000,BTO,6.00000,1.70000000,1020
2023-06-15,2023-06-15,,META,META 2023-06-16 call 285.0000,BTO,,,0
2023-06-15,2023-06-15,2023-06-16,ORCL,ORCL 2023-06-16 call 124.0000,BTO,3.00000,1.92000000,576
2023-06-15,2023-06-15,,NVDA,NVDA 2023-06-16 call 440.0000,BTO,,,0
2023-06-16,2023-06-16,2023-06-20,UBER,UBER 2023-06-16 call 41.0000,STC,1.00000,2.34000000,234
2023-06-16,2023-06-16,2023-06-20,TSLA,TSLA 2023-06-16 call 267.5000,STC,1.00000,0.17000000,17
2023-06-16,2023-06-16,2023-06-20,NKE,NKE 2023-06-16 call 113.0000,STC,1.00000,1.42000000,142
2023-06-16,2023-06-16,2023-06-20,UBER,UBER 2023-06-16 put 39.5000,STC,1.00000,0.01000000,1
2023-06-16,2023-06-16,2023-06-20,RIVN,RIVN 2023-06-16 call 12.5000,STC,1.00000,2.62000000,262
2023-06-16,2023-06-16,2023-06-20,ORCL,ORCL 2023-06-16 call 124.0000,STC,3.00000,1.71000000,513
2023-06-16,2023-06-16,2023-06-20,TSLA,TSLA 2023-06-16 call 257.5000,STC,1.00000,2.95000000,295
2023-06-16,2023-06-16,2023-06-20,TSLA,TSLA 2023-06-16 call 260.0000,STC,3.00000,0.73000000,219
2023-06-16,2023-06-16,2023-06-20,CCL,CCL 2023-06-16 call 14.5000,STC,1.00000,1.28000000,511
2023-06-16,2023-06-16,2023-06-20,AMZN,AMZN 2023-06-16 call 125.0000,STC,1.00000,1.35000000,270
2023-06-16,2023-06-16,2023-06-20,META,META 2023-06-16 call 285.0000,STC,6.00000,0.11000000,66
2023-06-20,2023-06-20,2023-06-21,NVDA,NVDA 2023-06-23 put 420.0000,BTO,1.00000,2.15000000,215
2023-06-20,2023-06-20,2023-06-21,TSLA,TSLA 2023-06-23 put 265.0000,BTO,2.00000,3.90000000,780
2023-06-20,2023-06-20,2023-06-21,TSLA,TSLA 2023-06-23 call 265.0000,STC,1.00000,8.65000000,865
2023-06-20,2023-06-20,2023-06-21,TSLA,TSLA 2023-06-23 call 265.0000,BTO,1.00000,6.60000000,660
2023-06-20,2023-06-20,2023-06-21,TSLA,TSLA 2023-06-23 put 265.0000,BTO,2.00000,3.90000000,780
2023-06-21,2023-06-21,,TSLA,TSLA 2023-06-23 put 265.0000,STC,,,0
2023-06-21,2023-06-21,,TSLA,TSLA 2023-06-23 put 265.0000,STC,,,0
2023-06-21,2023-06-21,2023-06-22,TSLA,TSLA 2023-06-23 put 265.0000,STC,4.00000,4.30000000,1720
2023-06-21,2023-06-21,2023-06-22,NVDA,NVDA 2023-06-23 put 420.0000,STC,1.00000,4.64000000,464
2023-06-21,2023-06-21,2023-06-22,AAPL,AAPL 2023-06-23 put 182.5000,BTO,4.00000,0.67000000,268
2023-06-21,2023-06-21,2023-06-22,TSLA,TSLA 2023-06-23 put 260.0000,BTO,2.00000,3.35000000,670
2023-06-21,2023-06-21,2023-06-22,AAPL,AAPL 2023-06-23 put 182.5000,STC,4.00000,0.75000000,300
2023-06-21,2023-06-21,2023-06-22,META,META 2023-06-23 put 272.5000,BTO,5.00000,0.96000000,480
2023-06-21,2023-06-21,2023-06-22,NFLX,NFLX 2023-06-23 put 420.0000,BTO,3.00000,2.21000000,663
2023-06-22,2023-06-22,2023-06-23,TSLA,TSLA 2023-06-23 call 265.0000,STC,3.00000,3.30000000,990
2023-06-22,2023-06-22,2023-06-23,AMZN,AMZN 2023-06-23 call 130.0000,STC,10.00000,0.89000000,890
2023-06-22,2023-06-22,2023-06-23,TSLA,TSLA 2023-06-23 call 265.0000,BTO,3.00000,2.78000000,834
2023-06-22,2023-06-22,2023-06-23,AMZN,AMZN 2023-06-23 call 130.0000,BTO,8.00000,0.49000000,490
2023-06-22,2023-06-22,2023-06-23,TSLA,TSLA 2023-06-23 put 260.0000,STC,2.00000,8.70000000,1740
2023-06-22,2023-06-22,2023-06-23,NFLX,NFLX 2023-06-23 put 420.0000,STC,2.00000,3.65000000,1095
2023-06-22,2023-06-22,2023-06-23,META,META 2023-06-23 put 270.0000,BTO,5.00000,0.40000000,200
2023-06-22,2023-06-22,,TSLA,TSLA 2023-06-23 put 255.0000,BTO,,,0
2023-06-22,2023-06-22,,AMZN,AMZN 2023-06-23 call 130.0000,BTO,,,0
2023-06-23,2023-06-23,2023-06-26,NVDA,NVDA 2023-06-30 put 420.0000,BTO,1.00000,7.28000000,728
2023-06-26,2023-06-26,2023-06-27,NVDA,NVDA 2023-06-30 put 405.0000,BTO,2.00000,7.00000000,1400
2023-06-26,2023-06-26,,NVDA,NVDA 2023-06-30 put 405.0000,BTO,,,0
2023-06-26,2023-06-26,,NVDA,NVDA 2023-06-30 put 420.0000,STC,,,0
2023-06-26,2023-06-26,2023-06-27,NVDA,NVDA 2023-06-30 put 405.0000,BTO,1.00000,7.20000000,720
2023-06-26,2023-06-26,2023-06-27,NVDA,NVDA 2023-06-30 put 410.0000,STC,2.00000,8.45000000,1690
2023-06-26,2023-06-26,,NVDA,NVDA 2023-06-30 put 405.0000,BTO,,,0
2023-06-26,2023-06-26,2023-06-27,NVDA,NVDA 2023-06-30 put 410.0000,STC,1.00000,9.20000000,920
2023-06-26,2023-06-26,2023-06-27,NVDA,NVDA 2023-06-30 put 410.0000,BTO,2.00000,4.15000000,830
2023-06-26,2023-06-26,,NVDA,NVDA 2023-06-30 put 410.0000,BTO,,,0
2023-06-26,2023-06-26,2023-06-27,NVDA,NVDA 2023-06-30 put 410.0000,BTO,1.00000,3.20000000,320
2023-06-26,2023-06-26,,NVDA,NVDA 2023-06-30 put 405.0000,BTO,,,0
2023-06-27,2023-06-27,2023-06-28,NVDA,NVDA 2023-06-30 put 410.0000,BTO,1.00000,5.00000000,500
2023-06-27,2023-06-27,2023-06-28,AAPL,AAPL 2023-06-30 put 185.0000,BTO,4.00000,0.39000000,312
2023-06-27,2023-06-27,2023-06-28,TSLA,TSLA 2023-06-30 call 260.0000,BTO,2.00000,1.73000000,346
2023-06-28,2023-06-28,2023-06-29,META,META 2023-06-30 put 280.0000,BTO,2.00000,1.14000000,228
2023-06-28,2023-06-28,2023-06-29,NVDA,NVDA 2023-06-30 put 410.0000,STC,1.00000,6.95000000,695
2023-06-28,2023-06-28,2023-06-29,TSLA,TSLA 2023-06-30 call 260.0000,STC,2.00000,2.61000000,522
2023-06-29,2023-06-29,2023-06-30,NVDA,NVDA 2023-06-30 put 405.0000,BTO,3.00000,3.35000000,1005
2023-06-30,2023-06-30,,NVDA,NVDA 2023-06-30 put 420.0000,STC,,,0
2023-06-30,2023-06-30,2023-07-03,NVDA,NVDA 2023-06-30 put 420.0000,STC,1.00000,0.06000000,6
2023-07-03,2023-07-03,2023-07-05,AMZN,AMZN 2023-07-07 call 135.0000,BTO,10.00000,0.25000000,250
2023-07-03,2023-07-03,2023-07-05,NFLX,NFLX 2023-07-07 call 445.0000,BTO,1.00000,3.45000000,345
2023-07-03,2023-07-03,2023-07-05,RIVN,RIVN 2023-07-07 call 20.0000,BTO,5.00000,0.42000000,210
2023-07-03,2023-07-03,2023-07-05,TSLA,TSLA 2023-07-07 put 272.5000,BTO,1.00000,3.45000000,345
2023-07-05,2023-07-05,2023-07-06,NFLX,NFLX 2023-07-07 call 445.0000,STC,1.00000,6.55000000,655
2023-07-05,2023-07-05,2023-07-06,RIVN,RIVN 2023-07-07 call 20.0000,STC,5.00000,0.60000000,300
2023-07-05,2023-07-05,2023-07-06,META,META 2023-07-07 put 280.0000,BTO,1.00000,0.20000000,200
2023-07-07,2023-07-07,2023-07-10,TSLA,TSLA 2023-07-07 put 272.5000,STC,1.00000,0.01000000,1
2023-07-10,2023-07-10,2023-07-11,NVDA,NVDA 2023-07-14 call 435.0000,BTO,1.00000,4.50000000,450
2023-07-10,2023-07-10,2023-07-11,TSLA,TSLA 2023-07-14 put 260.0000,BTO,2.00000,2.45000000,490
2023-07-10,2023-07-10,2023-07-11,AAPL,AAPL 2023-07-14 put 185.0000,BTO,4.00000,0.63000000,252
2023-07-10,2023-07-10,2023-07-11,NVDA,NVDA 2023-07-14 call 425.0000,BTO,1.00000,4.96000000,496
2023-07-11,2023-07-12,2023-07-13,NVDA,NVDA 2023-07-14 call 425.0000,STC,1.00000,7.75000000,775
2023-07-12,2023-07-13,2023-07-14,RIVN,RIVN 2023-07-14 call 25.0000,STC,2.00000,1.34000000,268
2023-07-12,2023-07-12,2023-07-13,TSLA,TSLA 2023-07-14 put 260.0000,BTO,1.00000,0.47000000,47
2023-07-12,2023-07-12,2023-07-13,AAPL,AAPL 2023-07-14 put 185.0000,BTO,1.00000,0.10000000,50
2023-07-12,2023-07-12,2023-07-13,RIVN,RIVN 2023-07-14 call 25.0000,BTO,2.00000,0.99000000,198
2023-07-12,2023-07-12,2023-07-13,NVDA,NVDA 2023-07-14 call 435.0000,STC,1.00000,5.90000000,590
2023-07-13,2023-07-13,2023-07-14,NVDA,NVDA 2023-07-14 put 432.5000,BTO,1.00000,0.78000000,78
2023-07-13,2023-07-13,2023-07-14,NVDA,NVDA 2023-07-14 call 450.0000,BTO,1.00000,3.59000000,359
2023-07-13,2023-07-14,2023-07-17,NVDA,NVDA 2023-07-14 call 450.0000,STC,1.00000,15.75000000,1575
2023-07-14,2023-07-17,2023-07-18,AAPL,AAPL 2023-07-21 put 187.5000,BTO,1.00000,0.37000000,185
2023-07-14,2023-07-14,,TSLA,TSLA 2023-07-21 put 270.0000,STC,,,0
2023-07-14,2023-07-14,,TSLA,TSLA 2023-07-21 put 270.0000,STC,,,0
2023-07-14,2023-07-14,2023-07-17,NVDA,NVDA 2023-07-21 put 450.0000,STC,1.00000,9.25000000,925
2023-07-14,2023-07-14,2023-07-17,TSLA,TSLA 2023-07-21 put 270.0000,STC,1.00000,6.15000000,615
2023-07-14,2023-07-14,2023-07-17,TSLA,TSLA 2023-07-21 put 270.0000,BTO,1.00000,6.05000000,605
2023-07-14,2023-07-14,,NVDA,NVDA 2023-07-14 put 432.5000,STC,,,0
2023-07-14,2023-07-14,2023-07-17,NVDA,NVDA 2023-07-21 put 465.0000,STC,3.00000,12.55000000,3765
2023-07-14,2023-07-14,2023-07-17,NVDA,NVDA 2023-07-21 put 465.0000,BTO,1.00000,8.30000000,830
2023-07-14,2023-07-14,2023-07-17,NVDA,NVDA 2023-07-21 put 465.0000,BTO,1.00000,9.15000000,1830
2023-07-14,2023-07-14,2023-07-17,NVDA,NVDA 2023-07-21 put 450.0000,BTO,1.00000,7.80000000,780
2023-07-16,2023-07-17,,TSLA,TSLA 2023-07-21 call 285.0000,BTO,,,0
2023-07-17,2023-07-17,2023-07-18,TSLA,TSLA 2023-07-21 call 290.0000,BTO,1.00000,11.21000000,1121
2023-07-18,2023-07-19,2023-07-20,NVDA,NVDA 2023-07-21 call 480.0000,STC,1.00000,6.70000000,670
2023-07-18,2023-07-18,2023-07-19,NVDA,NVDA 2023-07-21 call 480.0000,BTO,1.00000,8.09000000,809
2023-07-18,2023-07-18,2023-07-19,RIVN,RIVN 2023-07-21 call 26.0000,BTO,5.00000,0.61000000,305
2023-07-18,2023-07-18,2023-07-19,META,META 2023-07-21 call 312.5000,BTO,1.00000,5.25000000,525
2023-07-18,2023-07-18,2023-07-19,TSLA,TSLA 2023-07-21 call 290.0000,STC,1.00000,12.30000000,1230
2023-07-18,2023-07-18,2023-07-19,NVDA,NVDA 2023-07-21 put 455.0000,BTO,1.00000,3.55000000,355
2023-07-18,2023-07-18,2023-07-19,TSLA,TSLA 2023-07-21 put 285.0000,BTO,1.00000,7.25000000,725
2023-07-19,2023-07-19,2023-07-20,NVDA,NVDA 2023-07-21 put 450.0000,BTO,1.00000,1.13000000,113
2023-07-19,2023-07-19,2023-07-20,RIVN,RIVN 2023-07-21 call 26.0000,STC,5.00000,0.74000000,370
2023-07-19,2023-07-19,2023-07-20,META,META 2023-07-21 call 312.5000,STC,1.00000,5.90000000,590
2023-07-19,2023-07-19,2023-07-20,TSLA,TSLA 2023-07-21 call 300.0000,BTO,1.00000,9.83000000,983
2023-07-19,2023-07-19,2023-07-20,TSLA,TSLA 2023-07-21 call 300.0000,STC,1.00000,10.30000000,1030
2023-07-20,2023-07-20,,META,META 2023-07-21 put 297.5000,STC,,,0
2023-07-20,2023-07-20,,META,META 2023-07-21 put 297.5000,STC,,,0
2023-07-20,2023-07-20,,QQQ,QQQ 2023-07-21 put 374.0000,STC,,,0
2023-07-20,2023-07-20,2023-07-21,META,META 2023-07-21 put 300.0000,STC,5.00000,1.47000000,735
2023-07-20,2023-07-20,2023-07-21,TSLA,TSLA 2023-07-21 put 255.0000,BTO,3.00000,1.41000000,423
2023-07-20,2023-07-20,2023-07-21,TSLA,TSLA 2023-07-21 put 260.0000,STC,4.00000,1.95000000,780
2023-07-20,2023-07-20,2023-07-21,META,META 2023-07-21 put 297.5000,BTO,5.00000,0.70000000,350
2023-07-20,2023-07-20,2023-07-21,META,META 2023-07-21 put 300.0000,BTO,5.00000,0.94000000,470
2023-07-20,2023-07-20,2023-07-21,NVDA,NVDA 2023-07-21 put 450.0000,STC,3.00000,2.50000000,750
2023-07-20,2023-07-20,2023-07-21,NVDA,NVDA 2023-07-21 put 455.0000,STC,1.00000,2.87000000,287
2023-07-20,2023-07-20,2023-07-21,TSLA,TSLA 2023-07-21 put 257.5000,BTO,1.00000,1.30000000,130
2023-07-20,2023-07-20,2023-07-21,NVDA,NVDA 2023-07-21 put 450.0000,BTO,1.00000,1.50000000,300
2023-07-20,2023-07-20,2023-07-21,TSLA,TSLA 2023-07-21 put 260.0000,BTO,4.00000,1.12000000,448
2023-07-20,2023-07-20,2023-07-21,TSLA,TSLA 2023-07-21 put 285.0000,STC,1.00000,13.40000000,1340
